GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	A0A024QZ57	CLN8	involved_in	GO:0007040	lysosome organization	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9QUK3|ensembl:ENSMUSP00000027554	9606	Ensembl		P
UniProtKB	A0A024QZB8	CLN3	involved_in	GO:0007040	lysosome organization	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q61124|ensembl:ENSMUSP00000081636	9606	Ensembl		P
UniProtKB	A0A024QZB8	CLN3	involved_in	GO:0090385	phagosome-lysosome fusion	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q61124|ensembl:ENSMUSP00000081636	9606	Ensembl		P
UniProtKB	A0A024QZB8	CLN3	involved_in	GO:0090384	phagosome-lysosome docking	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q61124|ensembl:ENSMUSP00000081636	9606	Ensembl		P
UniProtKB	A0A024R1X5	BECN1	involved_in	GO:0007040	lysosome organization	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O88597|ensembl:ENSMUSP00000119369	9606	Ensembl		P
UniProtKB	A0A024R601	CLN6	involved_in	GO:0007040	lysosome organization	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q3U466|ensembl:ENSMUSP00000034776	9606	Ensembl		P
UniProtKB	A0A024R611	CORO1A	involved_in	GO:0001845	phagolysosome assembly	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029508	9606	InterPro		P
UniProtKB	A0A024R9Z1	TMEM106B	involved_in	GO:0007042	lysosomal lumen acidification	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q80X71|ensembl:ENSMUSP00000031556	9606	Ensembl		P
UniProtKB	A0A024R9Z1	TMEM106B	involved_in	GO:0007040	lysosome organization	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q80X71|ensembl:ENSMUSP00000031556	9606	Ensembl		P
UniProtKB	A0A068F658	GBA	involved_in	GO:0007040	lysosome organization	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P17439|ensembl:ENSMUSP00000130660	9606	Ensembl		P
UniProtKB	A0A0A0MRZ6	LYST	involved_in	GO:0007040	lysosome organization	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR030464	9606	InterPro		P
UniProtKB	A0A0S2Z5J4	AP3B1	involved_in	GO:0007040	lysosome organization	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9Z1T1|ensembl:ENSMUSP00000022196	9606	Ensembl		P
UniProtKB	A0A140VJE4	A0A140VJE4	involved_in	GO:0007040	lysosome organization	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O88325|ensembl:ENSMUSP00000001802	9606	Ensembl		P
UniProtKB	A0A1B0GU22	A0A1B0GU22	involved_in	GO:0007040	lysosome organization	ECO:0000318	IBA	PMID:21873635	MGI:MGI:2442253|PANTHER:PTN001809699|UniProtKB:O75503	9606	GO_Central		P
UniProtKB	A0A1B0GVJ0	A0A1B0GVJ0	involved_in	GO:0007040	lysosome organization	ECO:0000318	IBA	PMID:21873635	MGI:MGI:2442253|PANTHER:PTN001809699|UniProtKB:O75503	9606	GO_Central		P
UniProtKB	A0A1B0GW94	A0A1B0GW94	involved_in	GO:0007040	lysosome organization	ECO:0000318	IBA	PMID:21873635	MGI:MGI:2442253|PANTHER:PTN001809699|UniProtKB:O75503	9606	GO_Central		P
UniProtKB	A0A1B0GWJ7	A0A1B0GWJ7	involved_in	GO:0007040	lysosome organization	ECO:0000318	IBA	PMID:21873635	MGI:MGI:2442253|PANTHER:PTN001809699|UniProtKB:O75503	9606	GO_Central		P
UniProtKB	B4DJS1	B4DJS1	involved_in	GO:0001845	phagolysosome assembly	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029508	9606	InterPro		P
UniProtKB	B7ZMN7	LYST	involved_in	GO:0007040	lysosome organization	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR030464	9606	InterPro		P
UniProtKB	E5RI68	CLVS1	involved_in	GO:0007040	lysosome organization	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR028634	9606	InterPro		P
UniProtKB	E5RK22	CLVS1	involved_in	GO:0007040	lysosome organization	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR028634	9606	InterPro		P
UniProtKB	F5GX19	LAMTOR1	involved_in	GO:0007040	lysosome organization	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR028209	9606	InterPro		P
UniProtKB	F5H3Y3	LAMTOR1	involved_in	GO:0007040	lysosome organization	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR028209	9606	InterPro		P
UniProtKB	F5H479	LAMTOR1	involved_in	GO:0007040	lysosome organization	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR028209	9606	InterPro		P
UniProtKB	G3V122	CLVS1	involved_in	GO:0007040	lysosome organization	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR028634	9606	InterPro		P
UniProtKB	H0YFI1	LAMTOR1	involved_in	GO:0007040	lysosome organization	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR028209	9606	InterPro		P
UniProtKB	H3BNA2	CORO1A	involved_in	GO:0001845	phagolysosome assembly	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029508	9606	InterPro		P
UniProtKB	H3BRJ0	CORO1A	involved_in	GO:0001845	phagolysosome assembly	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029508	9606	InterPro		P
UniProtKB	H3BRY3	CORO1A	involved_in	GO:0001845	phagolysosome assembly	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029508	9606	InterPro		P
UniProtKB	H3BSL1	CORO1A	involved_in	GO:0001845	phagolysosome assembly	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029508	9606	InterPro		P
UniProtKB	H3BTU6	CORO1A	involved_in	GO:0001845	phagolysosome assembly	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029508	9606	InterPro		P
UniProtKB	H3BU76	CORO1A	involved_in	GO:0001845	phagolysosome assembly	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029508	9606	InterPro		P
UniProtKB	H7C4F5	LYST	involved_in	GO:0007040	lysosome organization	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR030464	9606	InterPro		P
UniProtKB	O00203	AP3B1	involved_in	GO:0007040	lysosome organization	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9Z1T1|ensembl:ENSMUSP00000022196	9606	Ensembl		P
UniProtKB	O14773	TPP1	involved_in	GO:0007040	lysosome organization	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O89023|ensembl:ENSMUSP00000033184	9606	Ensembl		P
UniProtKB	O14773	TPP1	involved_in	GO:0007040	lysosome organization	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:O89023	9606	UniProt		P
UniProtKB	O43581	SYT7	involved_in	GO:0090385	phagosome-lysosome fusion	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q9R0N7	9606	UniProt		P
UniProtKB	O75503	CLN5	involved_in	GO:0007040	lysosome organization	ECO:0000318	IBA	PMID:21873635	MGI:MGI:2442253|PANTHER:PTN001809699|UniProtKB:O75503	9606	GO_Central		P
UniProtKB	O75503	CLN5	involved_in	GO:0007042	lysosomal lumen acidification	ECO:0000315	IMP	PMID:11722572		9606	UniProt		P
UniProtKB	O75787	ATP6AP2	involved_in	GO:0007042	lysosomal lumen acidification	ECO:0000315	IMP	PMID:32276428		9606	UniProt		P
UniProtKB	O94823	ATP10B	involved_in	GO:0097212	lysosomal membrane organization	ECO:0000314	IDA	PMID:32172343		9606	UniProt		P
UniProtKB	O95295	SNAPIN	involved_in	GO:0007040	lysosome organization	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1333745|PANTHER:PTN001582645	9606	GO_Central		P
UniProtKB	O95295	SNAPIN	involved_in	GO:0007042	lysosomal lumen acidification	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9Z266|ensembl:ENSMUSP00000122090	9606	Ensembl		P
UniProtKB	O95295	SNAPIN	involved_in	GO:0007040	lysosome organization	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9Z266|ensembl:ENSMUSP00000122090	9606	Ensembl		P
UniProtKB	O95477	ABCA1	involved_in	GO:0007040	lysosome organization	ECO:0000314	IDA	PMID:15163665		9606	BHF-UCL		P
UniProtKB	P04062	GBA	involved_in	GO:0007040	lysosome organization	ECO:0000315	IMP	PMID:27378698		9606	UniProt		P
UniProtKB	P04062	GBA	involved_in	GO:0007040	lysosome organization	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P17439|ensembl:ENSMUSP00000130660	9606	Ensembl		P
UniProtKB	P07686	HEXB	involved_in	GO:0007040	lysosome organization	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P20060|ensembl:ENSMUSP00000022169	9606	Ensembl		P
UniProtKB	P10253	GAA	involved_in	GO:0007040	lysosome organization	ECO:0000318	IBA	PMID:21873635	MGI:MGI:95609|PANTHER:PTN002734140|UniProtKB:P10253	9606	GO_Central		P
UniProtKB	P10253	GAA	involved_in	GO:0007040	lysosome organization	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P70699|ensembl:ENSMUSP00000101866	9606	Ensembl		P
UniProtKB	P10253	GAA	involved_in	GO:0007040	lysosome organization	ECO:0000315	IMP	PMID:7717400		9606	BHF-UCL		P
UniProtKB	P11117	ACP2	involved_in	GO:0007040	lysosome organization	ECO:0000318	IBA	PMID:21873635	MGI:MGI:87882|PANTHER:PTN000902303	9606	GO_Central		P
UniProtKB	P15309	ACP3	involved_in	GO:0007040	lysosome organization	ECO:0000318	IBA	PMID:21873635	MGI:MGI:87882|PANTHER:PTN000902303	9606	GO_Central		P
UniProtKB	P15848	ARSB	involved_in	GO:0007040	lysosome organization	ECO:0000304	TAS	PMID:1718978		9606	PINC		P
UniProtKB	P19484	TFEB	involved_in	GO:0007040	lysosome organization	ECO:0000314	IDA	PMID:22692423		9606	UniProt		P
UniProtKB	P19484	TFEB	involved_in	GO:0007040	lysosome organization	ECO:0000315	IMP	PMID:23434374		9606	UniProt		P
UniProtKB	P25713	MT3	involved_in	GO:0097214	positive regulation of lysosomal membrane permeability	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P28184	9606	UniProt		P
UniProtKB	P28799	GRN	involved_in	GO:0007042	lysosomal lumen acidification	ECO:0000315	IMP	PMID:28073925		9606	UniProt		P
UniProtKB	P28799	GRN	involved_in	GO:0007040	lysosome organization	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P28798	9606	UniProt		P
UniProtKB	P31146	CORO1A	involved_in	GO:0001845	phagolysosome assembly	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029508	9606	InterPro		P
UniProtKB	P31146	CORO1A	involved_in	GO:0001845	phagolysosome assembly	ECO:0000315	IMP	PMID:12132654		9606	UniProt		P
UniProtKB	P39877	PLA2G5	involved_in	GO:0090385	phagosome-lysosome fusion	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P97391	9606	UniProt		P
UniProtKB	P42345	MTOR	involved_in	GO:0007040	lysosome organization	ECO:0000314	IDA	PMID:22692423		9606	UniProt		P
UniProtKB	P50897	PPT1	involved_in	GO:0007040	lysosome organization	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O88531|ensembl:ENSMUSP00000030412	9606	Ensembl		P
UniProtKB	P50897	PPT1	involved_in	GO:0007042	lysosomal lumen acidification	ECO:0000315	IMP	PMID:11722572		9606	UniProt		P
UniProtKB	P51149	RAB7A	involved_in	GO:0090385	phagosome-lysosome fusion	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000635769|UniProtKB:P51149	9606	GO_Central		P
UniProtKB	P51149	RAB7A	involved_in	GO:0090385	phagosome-lysosome fusion	ECO:0000315	IMP	PMID:21255211		9606	UniProt		P
UniProtKB	P54802	NAGLU	involved_in	GO:0007040	lysosome organization	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O88325|ensembl:ENSMUSP00000001802	9606	Ensembl		P
UniProtKB	P61106	RAB14	involved_in	GO:0090387	phagolysosome assembly involved in apoptotic cell clearance	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000633928|WB:WBGene00004276	9606	GO_Central		P
UniProtKB	P78539	SRPX	involved_in	GO:0001845	phagolysosome assembly	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9R0M3|ensembl:ENSMUSP00000047926	9606	Ensembl		P
UniProtKB	Q12768	WASHC5	involved_in	GO:0007040	lysosome organization	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8C2E7|ensembl:ENSMUSP00000022976	9606	Ensembl		P
UniProtKB	Q13286	CLN3	involved_in	GO:0007042	lysosomal lumen acidification	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000104838|UniProtKB:Q13286	9606	GO_Central		P
UniProtKB	Q13286	CLN3	involved_in	GO:0007040	lysosome organization	ECO:0000318	IBA	PMID:21873635	MGI:MGI:107537|PANTHER:PTN000104834|UniProtKB:Q13286|ZFIN:ZDB-GENE-041114-174	9606	GO_Central		P
UniProtKB	Q13286	CLN3	involved_in	GO:0090385	phagosome-lysosome fusion	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q61124	9606	UniProt		P
UniProtKB	Q13286	CLN3	involved_in	GO:0090384	phagosome-lysosome docking	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q61124	9606	UniProt		P
UniProtKB	Q13286	CLN3	involved_in	GO:0090384	phagosome-lysosome docking	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q61124|ensembl:ENSMUSP00000081636	9606	Ensembl		P
UniProtKB	Q13286	CLN3	involved_in	GO:0090385	phagosome-lysosome fusion	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q61124|ensembl:ENSMUSP00000081636	9606	Ensembl		P
UniProtKB	Q13286	CLN3	involved_in	GO:0007040	lysosome organization	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q61124|ensembl:ENSMUSP00000081636	9606	Ensembl		P
UniProtKB	Q13286	CLN3	involved_in	GO:0007042	lysosomal lumen acidification	ECO:0000315	IMP	PMID:11722572		9606	UniProt		P
UniProtKB	Q13286	CLN3	involved_in	GO:0007040	lysosome organization	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q61124	9606	UniProt		P
UniProtKB	Q13286	CLN3	involved_in	GO:0035752	lysosomal lumen pH elevation	ECO:0000314	IDA	PMID:10924275		9606	UniProt		P
UniProtKB	Q13402	MYO7A	involved_in	GO:0001845	phagolysosome assembly	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P97479|ensembl:ENSMUSP00000102745	9606	Ensembl		P
